PU-Code,PU-Name,Ward,Latitude,Longitude,APC_outlier,LP_outlier,PDP_outlier,NNPP_outlier,Neighbors
,PRIMARY SCHOOL EYO BISUNG,,4.905737,7.8536675,13.28571429,18.3,19.14285714,1.580952381,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"PRIMARY SCHOOL, EYOKPONUNG",,4.905737,7.8536675,6.80952381,3.804761905,6.980952381,1.433333333,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"OPEN SPACE UDUNG EFAH, EYOKPONUNG",,4.752114,8.2729239,11.53846154,1.461538462,15.23076923,0.461538462,"['03-17-05-010', '03-27-01-001', '03-27-01-003', '03-27-05-005', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"PRIMARY SCHOOL, EYO BIOSIO",,4.905737,7.8536675,11.27619048,23.32380952,12.10952381,0.576190476,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"TOWN HALL, UDUNG UTONG",,4.752114,8.2729239,19.07692308,0.692307692,18.15384615,0.461538462,"['03-17-05-010', '03-27-01-001', '03-27-01-003', '03-27-05-005', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"OPEN SPACE ATAK EBANG, EYOTAI",,4.905737,7.8536675,1.785714286,15.28571429,9.095238095,0.428571429,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"MARKET SQUARE, UDUE EYO.",,4.905737,7.8536675,8.261904762,16.29047619,26.17619048,0.576190476,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"GOVERNMENT PRIMARY SCHOOL, EYIBIA",,4.905737,7.8536675,19.31428571,23.32380952,25.17142857,1.580952381,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,OPEN SPACE BY OBUFA EYIBIA EDIKOR,,4.905737,7.8536675,16.3,27.34285714,12.10952381,1.580952381,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,V/SQ IKOT OKUME,,5.043597,7.6921202,17.95348837,8.11627907,25.04651163,0.906976744,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"MARKET SQUARE, IKOT ANTA",,5.043597,7.6921202,12.74418605,3,36.30232558,0.906976744,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"VILLAGE HALL, IKOT IDE",,5.119378,7.7000508,81,11,14,0,['03-05-11-008']
,TOWN HALL IKOT AKWA,,5.146095,7.6849909,21.23076923,12.46153846,16.46153846,1.153846154,"['03-05-11-016', '03-14-06-006', '03-14-06-008', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"OPEN SPACE, ENEN UDO OKURE AVENUE, IKOT ETIM",,5.183111,7.7132236,8.590909091,9.25,51.81818182,1.136363636,"['03-03-04-007', '03-05-09-023', '03-05-11-011', '03-05-11-013', '03-14-01-011', '03-14-02-004', '03-14-05-002', '03-14-05-003', '03-14-05-004', '03-14-05-005', '03-14-05-006', '03-14-08-001', '03-14-08-002', '03-14-11-002', '03-14-11-004', '03-03-04-024', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,VILLAGE HALL ANWA NSORIRO IKOT AKAI,,5.174447,7.7145152,4.815789474,7.763157895,19.94736842,0.789473684,"['03-03-04-007', '03-05-09-023', '03-05-11-011', '03-05-11-013', '03-14-01-003', '03-14-01-011', '03-14-02-004', '03-14-11-002', '03-14-11-004', '03-03-04-024', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,OLD PRY SCHOOL IKOT AKPA IDEM.,,5.043597,7.6921202,42.51162791,7.093023256,7.697674419,0.11627907,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"MKT. SQ., URUA ADET, IKOT NDOT.",,5.043597,7.6921202,40.46511628,10.1627907,9.744186047,0.906976744,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"VILLAGE HALL, ABAT AFAHA OBO",,4.943728,7.665362,4,7,5,7,['03-26-04-015']
,"MARKET SQUARE URUA ATIM, IKOT AKPAN EYO",,5.137852,7.572746,0,0,0,0,[]
,VILLAGE HALL AFAHA IDUNG AKPAN UKO,,5.249343,7.905859,8.666666667,51.33333333,19,10.66666667,"['03-10-08-001', '03-10-08-004', '03-10-08-005', '03-10-08-014', '03-10-08-015', '03-10-08-016', nan, nan, nan]"
,VILLAGE SQUARE IKOT EFFIONG I,,5.189164,7.7260887,51,45.5,15,1.5,"['03-14-03-002', nan]"
,VILLAGE HALL IKOT IKPE,,5.174447,7.7145152,19.18421053,34.44736842,34.31578947,0.789473684,"['03-03-04-007', '03-05-09-023', '03-05-11-011', '03-05-11-013', '03-14-01-003', '03-14-01-011', '03-14-02-004', '03-14-11-002', '03-14-11-004', '03-03-04-024', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"MARKET SQUARE URUA AKPAN UDOSEN,NKEK",,5.130912,7.6256558,92.66666667,11.66666667,11.33333333,0.666666667,"['03-05-02-002', '03-05-02-010', '03-05-10-002']"
,"MARKET SQUARE URUA UKO ,NKEK.",,4.903202,7.5728009,14.1,4.7,12.4,0.8,"['03-28-03-001', '03-28-03-002', '03-28-03-003', '03-28-03-004', '03-28-03-005', '03-28-03-006', '03-28-03-007', '03-28-03-010', '03-28-03-011', nan]"
,"VILLAGE HALL, NKEK",,4.903202,7.5728009,20.7,5.8,0.3,0.8,"['03-28-03-001', '03-28-03-002', '03-28-03-003', '03-28-03-004', '03-28-03-005', '03-28-03-006', '03-28-03-007', '03-28-03-010', '03-28-03-011', nan]"
,"CIVIC CENTER, IKOT AKPA NKUK",,4.905737,7.8536675,47,8.252380952,65.25714286,1.580952381,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"OPEN SPACE, URUA UDOFIA, IKOT AKPA NKUK.",,5.029708,7.9467774,41.0625,57.375,43,0.9375,"['03-31-03-010', '03-31-03-015', '03-31-03-016', '03-31-03-017', '03-31-03-018', '03-31-03-019', '03-31-03-021', '03-31-07-001', '03-31-07-002', nan, nan, nan, nan, nan, nan, nan]"
,"V/HALL, IKOT ESA, IKOT AKPA NKUK",,4.905737,7.8536675,36.95238095,20.30952381,4.971428571,1.580952381,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"ST. JOSEPH'S PRI SCH III, IDU",,5.028721,8.0165205,13.21428571,21.64285714,15.57142857,1.214285714,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,VILLAGE HALL IDU,,5.028721,8.0165205,10,33.42857143,8.071428571,2.285714286,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,ST ANDREWS A/C PRI SCH I IDU,,5.028721,8.0165205,10.35714286,5.142857143,4.785714286,0.142857143,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,OPEN SPACE BY SHELL ROAD,,4.905737,7.8536675,4.242857143,14.85714286,15.12380952,1.580952381,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"ST. JOSEPH'S PRI SCH IV, IDU",,5.028721,8.0165205,11.07142857,23.78571429,9.142857143,2,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"MARKET SQUARE I, IDU",,5.028721,8.0165205,14.28571429,30.21428571,11.28571429,1.214285714,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"MARKET SQUARE II, IDU",,5.028721,8.0165205,7.857142857,15.21428571,5.857142857,2.285714286,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,ST ANDREWS A/C PRI SCH II IDU,,5.028721,8.0165205,1.428571429,5.571428571,0.571428571,0.142857143,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,ST ANDREWS A/C PRI SCH III IDU,,5.028721,8.0165205,0.357142857,5.571428571,1.642857143,0.142857143,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"MOTOR PARK II, IDU",,5.028721,8.0165205,2.857142857,4.071428571,10.21428571,0.142857143,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"MOTOR PARK III, IDU",,5.028721,8.0165205,1.785714286,3.428571429,4.785714286,3.071428571,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,COMPREHENSIVE HIGH SCH. I IDU,,5.028721,8.0165205,8.214285714,12.64285714,4.857142857,0.142857143,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,COMPREHENSIVE HIGH SCH. II IDU,,5.028721,8.0165205,0.714285714,24.42857143,8,0.928571429,"['03-29-01-001', '03-29-01-002', '03-29-01-003', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,"OPEN SPACE BY 1,000 HOUSING ESTATE",,4.905737,7.8536675,1.228571429,34.95238095,25.17142857,0.576190476,"['03-07-11-001', '03-07-11-002', '03-07-11-004', '03-07-11-006', '03-07-11-007', '03-07-11-009', '03-07-11-010', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,HOLY TRINITY COLLEGE MBIAKONG I,,5.045741,8.0196404,3,6.5,6.5,6,"['03-29-02-008', nan]"
,HOLY TRINITY COLLEGE MBIAKONG II,,5.045741,8.0196404,16.5,8,31,0,"['03-29-02-008', nan]"
,OPEN SPACE BY CANNAN JUNCTION MBIAKONG,,5.037595,7.9293909,17.15555556,62.6,6,3.355555556,"['03-25-09-007', '03-31-01-001', '03-31-01-009', '03-31-01-017', '03-31-01-020', '03-31-02-011', '03-31-02-012', '03-31-02-013', '03-31-02-014', '03-31-02-016', '03-31-02-019', '03-31-02-020', '03-31-02-021', '03-31-02-022', '03-31-02-023', '03-31-02-024', '03-31-02-026', '03-31-03-001', '03-31-03-002', '03-31-03-004', '03-31-03-005', '03-31-03-006', '03-31-03-007', '03-31-05-007', '03-31-06-007', '03-31-07-003', '03-31-11-001', '03-31-11-005', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,MARKET SQUARE MBIAKONG,,5.037595,7.9293909,12.04444444,57.48888889,17.51111111,2.777777778,"['03-25-09-007', '03-31-01-001', '03-31-01-009', '03-31-01-017', '03-31-01-020', '03-31-02-011', '03-31-02-012', '03-31-02-013', '03-31-02-014', '03-31-02-016', '03-31-02-019', '03-31-02-020', '03-31-02-021', '03-31-02-022', '03-31-02-023', '03-31-02-024', '03-31-02-026', '03-31-03-001', '03-31-03-002', '03-31-03-004', '03-31-03-005', '03-31-03-006', '03-31-03-007', '03-31-05-007', '03-31-06-007', '03-31-07-003', '03-31-11-001', '03-31-11-005', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
,ST PATRICKS PRI SCH IFIAYONG ESUK III,,5.049006,8.0313475,18.64705882,19.05882353,9.352941176,7.588235294,"['03-29-01-004', '03-29-01-005', '03-29-02-001', '03-29-02-002', '03-29-02-003', '03-29-02-008', '03-31-07-004', '03-31-07-005', nan, nan, nan, nan, nan, nan, nan, nan, nan]"
